transformation,model,mean_nss,mean_ig,median_nss,median_ig,std_nss,std_ig
Cropping_2,deepgaze_1024_576,1.8294505,0.017544856,1.6825496,-0.026462242,0.66157293,0.43642506
Cropping_2,deepgaze_1920_1080,1.6526929,-0.14495167,1.5134588,-0.16072169,0.70032823,0.44783962
Cropping_2,unisal_384_224,1.6687424,-0.13819867,1.5627611,-0.12396322,0.58418125,0.47333252
Cropping_2,unisal_384_288,1.5962301,-0.18372479,1.4864435,-0.23102169,0.54415923,0.4555742
Cropping_2,unisal_384_216,1.6783518,-0.10325598,1.5538207,-0.13213512,0.597075,0.45549026
Cropping_2,unisal_1920_1080,1.2474895,-0.5966533,1.1758544,-0.6402676,0.42297313,0.46752706
Cropping_2,real,2.792384620802035,1.012890502248685,2.6037192910480416,0.9603871583119701,0.5814637735992512,0.30521485039098445
Cropping_2,centerbias,1.7708107,0.0,1.7598097,0.0,0.4702821,0.0
Inversion,deepgaze_1024_576,2.0294352,-0.06805897,1.8451121,-0.12338977,0.9217687,0.4341817
Inversion,deepgaze_1920_1080,1.8304614,-0.24427336,1.5775151,-0.304374,0.9434148,0.4772087
Inversion,unisal_384_224,1.7739906,-0.19538267,1.6626498,-0.28706706,0.725736,0.4635792
Inversion,unisal_384_288,1.7818211,-0.19336352,1.7058254,-0.29185426,0.71580476,0.4541741
Inversion,unisal_384_216,1.8018728,-0.17773995,1.6861627,-0.26829433,0.7365248,0.4418058
Inversion,unisal_1920_1080,1.3958652,-0.57891107,1.34548,-0.64812934,0.5011173,0.43761757
Inversion,real,3.20396098773892,1.1066362500776907,3.081146813398984,1.0423764017417387,0.6390260150227707,0.29975102846701707
Inversion,centerbias,2.0362365,0.0,2.0639796,0.0,0.57099867,0.0
Mirroring,deepgaze_1024_576,2.4138422,0.17147304,2.0873632,0.17139494,1.1102998,0.56419665
Mirroring,deepgaze_1920_1080,2.1923501,-0.04452705,1.9210076,-0.080056235,1.1831484,0.60967666
Mirroring,unisal_384_224,2.1574883,0.06783193,1.9485048,0.00883982,0.8972958,0.5358532
Mirroring,unisal_384_288,2.128985,0.0492674,1.9410007,0.014595023,0.87962437,0.5448847
Mirroring,unisal_384_216,2.1482484,0.05766218,1.9046476,0.012234092,0.9100924,0.55302584
Mirroring,unisal_1920_1080,1.563263,-0.44968975,1.504069,-0.5278989,0.629265,0.50693876
Mirroring,real,3.4858894725517136,1.2461706244065889,3.3567054005278902,1.2273198022777216,0.7912491949580606,0.3595772882521186
Mirroring,centerbias,2.0552964,0.0,2.008781,0.0,0.70079017,0.0
MotionBlur_1,deepgaze_1024_576,1.6200206,-0.30678734,1.5301342,-0.31940353,0.6626629,0.38337427
MotionBlur_1,deepgaze_1920_1080,1.3648661,-0.60869384,1.2744074,-0.61783326,0.68323094,0.45569402
MotionBlur_1,unisal_384_224,1.6099501,-0.26848155,1.5475128,-0.27867657,0.5646612,0.38563743
MotionBlur_1,unisal_384_288,1.5871919,-0.2806591,1.5279038,-0.2852537,0.5446605,0.35584688
MotionBlur_1,unisal_384_216,1.5823085,-0.3041329,1.5274738,-0.33182567,0.57733333,0.39935714
MotionBlur_1,unisal_1920_1080,1.3169693,-0.564965,1.2435622,-0.5951184,0.4468014,0.3609822
MotionBlur_1,real,2.7736022160222222,0.9424411547190844,2.6924002126872404,0.8841303753575988,0.5194570402368476,0.2679878822049385
MotionBlur_1,centerbias,1.911655,0.0,1.8469794,0.0,0.50579786,0.0
MotionBlur_2,deepgaze_1024_576,1.6443281,-0.35468388,1.4636431,-0.34918487,0.7202987,0.38406053
MotionBlur_2,deepgaze_1920_1080,1.3974929,-0.6360643,1.2282846,-0.59481955,0.71268785,0.4415705
MotionBlur_2,unisal_384_224,1.5802215,-0.32516342,1.4094195,-0.34745395,0.52969813,0.3320349
MotionBlur_2,unisal_384_288,1.5432664,-0.3400402,1.4114758,-0.35499054,0.485957,0.30468813
MotionBlur_2,unisal_384_216,1.5544096,-0.36347347,1.3996096,-0.388246,0.53489715,0.3434684
MotionBlur_2,unisal_1920_1080,1.3380272,-0.61292666,1.2796173,-0.60863614,0.4433272,0.35423607
MotionBlur_2,real,2.7938335693025884,0.91724840302807,2.6598800612722173,0.8564867448031762,0.5432069470712114,0.25796438426372675
MotionBlur_2,centerbias,1.9627793,0.0,1.9232099,0.0,0.4861776,0.0
Noise_1,deepgaze_1024_576,2.1484365,-0.035944104,1.9121418,-0.0739982,0.9903712,0.4144435
Noise_1,deepgaze_1920_1080,1.9274814,-0.30068952,1.7145426,-0.2841211,1.0078866,0.44480845
Noise_1,unisal_384_224,1.9361534,-0.14760567,1.8118005,-0.12175825,0.76765096,0.43145868
Noise_1,unisal_384_288,1.8797619,-0.19251136,1.7476537,-0.17149074,0.7382893,0.4055133
Noise_1,unisal_384_216,1.9169697,-0.18415208,1.7781441,-0.15872386,0.7733088,0.44823894
Noise_1,unisal_1920_1080,1.4840112,-0.60551554,1.3601085,-0.59169877,0.58338714,0.44478366
Noise_1,real,3.19054716023384,1.1360362253471017,3.006926570767794,1.0895146396194622,0.7084392446085614,0.30150102455682076
Noise_1,centerbias,1.983005,0.0,1.8471756,0.0,0.63846415,0.0
Noise_2,deepgaze_1024_576,2.1153612,-0.1024324,1.9114492,-0.11100711,0.9350919,0.46685225
Noise_2,deepgaze_1920_1080,1.6500777,-0.55960387,1.4672915,-0.5107518,0.81568617,0.45549682
Noise_2,unisal_384_224,1.848787,-0.29086596,1.7451735,-0.25545317,0.67325723,0.47000983
Noise_2,unisal_384_288,1.7970719,-0.32422513,1.7279267,-0.38317853,0.63221604,0.44190258
Noise_2,unisal_384_216,1.8464319,-0.3085265,1.6960822,-0.30129057,0.68097657,0.46093082
Noise_2,unisal_1920_1080,1.554865,-0.51628935,1.5631752,-0.55507535,0.4760231,0.3311783
Noise_2,real,3.204088672870146,1.1133636797261406,3.0659541476166217,1.0570934123064326,0.6489728289162621,0.3176900502740848
Noise_2,centerbias,2.03292,0.0,1.973052,0.0,0.60971963,0.0
Rotation_1,deepgaze_1024_576,3.7080097,-0.17998306,3.4244123,-0.2003085,1.1173034,0.3654272
Rotation_1,deepgaze_1920_1080,3.6132517,-0.32825008,3.3230963,-0.34205163,1.3278791,0.4439541
Rotation_1,unisal_384_224,2.9622326,-0.5251871,2.919557,-0.45807093,0.7090807,0.34491277
Rotation_1,unisal_384_288,2.832523,-0.58176976,2.742835,-0.53880703,0.7313363,0.36187387
Rotation_1,unisal_384_216,2.9718063,-0.52728176,2.872754,-0.46598935,0.6966641,0.34260485
Rotation_1,unisal_1920_1080,2.5800452,-0.78182,2.354628,-0.77981293,0.7720386,0.39540586
Rotation_1,real,4.523305735563974,0.6871620528254238,4.402614854846842,0.6512204522945424,0.7922512508194043,0.22030204802944348
Rotation_1,centerbias,3.491998,0.0,3.4729352,0.0,0.6959971,0.0
Rotation_2,deepgaze_1024_576,3.550592,-0.1145718,3.3641367,-0.091897964,1.029316,0.3046656
Rotation_2,deepgaze_1920_1080,3.3891954,-0.24477373,3.1143088,-0.26906222,1.1672032,0.38690138
Rotation_2,unisal_384_224,2.8460877,-0.56343573,2.6666589,-0.53917515,0.7225973,0.33208036
Rotation_2,unisal_384_288,2.7479844,-0.61215717,2.5238514,-0.59813267,0.75519276,0.36458486
Rotation_2,unisal_384_216,2.8766239,-0.5595094,2.6860938,-0.5287324,0.7188076,0.32564756
Rotation_2,unisal_1920_1080,2.5296814,-0.758258,2.4101758,-0.7495414,0.6959762,0.35673288
Rotation_2,real,4.435543809659634,0.6190205894943073,4.284504389638022,0.5785472401246774,0.7850025913093,0.20694476873853784
Rotation_2,centerbias,3.5649142,0.0,3.5576224,0.0,0.7062616,0.0
Shearing_1,deepgaze_1024_576,2.465074,-0.033168543,2.1668916,-0.080385596,0.99073076,0.4576269
Shearing_1,deepgaze_1920_1080,2.2504323,-0.22744894,2.0063372,-0.21387805,1.0482165,0.524098
Shearing_1,unisal_384_224,2.13535,-0.19517556,2.0055459,-0.27898765,0.7677195,0.4335222
Shearing_1,unisal_384_288,2.054889,-0.24965689,1.9693537,-0.29964292,0.7207831,0.42883685
Shearing_1,unisal_384_216,2.122496,-0.2164791,1.9893944,-0.25852045,0.7647925,0.43324625
Shearing_1,unisal_1920_1080,1.7231147,-0.4860892,1.6364678,-0.494866,0.59487635,0.42032552
Shearing_1,real,3.550375158250751,1.086339914676799,3.3599211611531237,1.074051671776723,0.7629648480729093,0.30613300065365545
Shearing_1,centerbias,2.318931,0.0,2.2546544,0.0,0.6652877,0.0
Shearing_2,deepgaze_1024_576,2.8948877,0.08446475,2.6509194,0.053558722,0.99199015,0.38320118
Shearing_2,deepgaze_1920_1080,2.7609317,-0.038332924,2.620523,-0.048189424,1.0079406,0.41590887
Shearing_2,unisal_384_224,2.2001667,-0.31522176,2.0688705,-0.31529775,0.73362184,0.42152828
Shearing_2,unisal_384_288,2.2686133,-0.29076016,2.145386,-0.31945282,0.7555971,0.42688644
Shearing_2,unisal_384_216,2.174103,-0.33773747,2.036974,-0.347024,0.7328088,0.42499894
Shearing_2,unisal_1920_1080,1.8712399,-0.60012865,1.7899437,-0.64952815,0.56252563,0.38295156
Shearing_2,real,3.755816687569782,0.9027944219652535,3.5362226311437217,0.8643363997309494,0.7797727885389095,0.26232331272437753
Shearing_2,centerbias,2.6169608,0.0,2.4726949,0.0,0.6848894,0.0
Shearing_3,deepgaze_1024_576,3.2506888,-0.1311127,3.0635142,-0.14503953,0.90232414,0.33381048
Shearing_3,deepgaze_1920_1080,3.0474951,-0.26491222,2.9269137,-0.30342013,0.962404,0.35683718
Shearing_3,unisal_384_224,2.743305,-0.44884753,2.592547,-0.44478273,0.63490397,0.33034584
Shearing_3,unisal_384_288,2.6946058,-0.4866149,2.5672042,-0.47246212,0.6026901,0.34613267
Shearing_3,unisal_384_216,2.7316277,-0.4647093,2.5998664,-0.43858147,0.63966405,0.32842267
Shearing_3,unisal_1920_1080,2.2485309,-0.6598437,2.1550245,-0.6550703,0.51297015,0.33650467
Shearing_3,real,4.076465772479957,0.686989221062328,3.8994733275505684,0.6790463095711651,0.7786261202225414,0.21677491391922155
Shearing_3,centerbias,3.1897912,0.0,3.0708482,0.0,0.7438905,0.0
