transformation,image_number,ssim,cc,kl,reference_nss,reference_ig,transformed_nss,transformed_ig
Boundary,44,0.2467872302479376,0.9409863520674883,0.09907634,2.5783062,0.57740724,3.1903179,0.66659456
Boundary,45,0.1487089123416483,0.668640869007611,0.19345064,1.3203777,0.008177321,1.0426719,-0.34635678
Boundary,46,0.25200844660824345,0.6750277777073425,0.23637843,1.064358,-0.39289543,1.1947203,-0.8332717
Boundary,47,0.28665379960410936,0.9065587429398548,0.16394761,0.6936795,-0.33116218,0.88492864,0.22952798
Boundary,48,0.3044371088792914,0.779156251194298,0.25005776,1.3718692,-0.45945764,2.0523367,0.25233403
Boundary,49,0.269153553619179,0.5403284747349191,0.49666196,0.75497043,-0.943759,1.5715886,0.31921032
Boundary,50,0.1532814491850534,0.8875502506032649,0.20897852,2.4263604,0.067457944,2.903149,0.38073915
Boundary,51,0.2545100351896952,0.7384051824560275,0.2834667,1.5694287,-0.20748861,1.7875818,-0.14273639
Boundary,52,0.26815427586887725,0.7949922509245717,0.15609394,2.7351618,0.87640584,2.1149733,0.032235406
Boundary,53,0.25451392693107827,0.6500182875868258,0.3439179,1.2919292,-0.9753425,1.832881,-0.51979256
Boundary,54,0.2822588937396704,0.9330682435457927,0.08609839,2.1516643,0.10996611,2.3892286,0.009942511
Boundary,55,0.5866447229344048,0.798073496919151,0.19097269,1.8069149,-0.00042635042,2.0237017,0.49708354
Boundary,56,0.2598673648848388,0.771515987660807,0.17708978,1.2728046,-0.3695538,1.0867151,-0.40424192
Boundary,57,0.2510318180363519,0.765263025980972,0.18042639,1.4421101,-0.34778568,1.85238,0.021507505
Boundary,58,0.24371266654645682,0.643121453310962,0.46503508,0.6259268,-0.066124335,1.5983899,1.0592297
Boundary,59,0.10276670641916141,0.8193432610893544,0.1668221,1.4700007,0.07528582,1.8753958,0.7443844
Boundary,60,0.0960877494337616,0.8469336390732547,0.20462123,2.1933517,0.32375777,2.4660356,0.38213632
Boundary,61,0.5818082102768999,0.8328990600569581,0.16925234,2.687024,-0.32017496,2.7139566,-0.24547166
Boundary,62,0.6129084743030131,0.9546164278753305,0.055244237,3.9729095,0.45989716,3.3837383,0.103502676
Boundary,63,0.5964094549013249,0.6340656716246231,0.3766269,5.286795,1.0304681,2.1289442,-0.26186377
Boundary,64,0.7039943522601115,0.8865939356123312,0.19893004,3.925084,0.31753764,2.88704,0.63038516
Boundary,65,0.25352082428744,0.9801749225193952,0.054340832,1.8833612,-0.1576593,1.7086194,-0.32778907
Boundary,66,0.6890429012887244,0.938949660347525,0.04045503,1.6117663,-0.07837024,1.6741923,-0.21182407
Boundary,67,0.6061310543773786,0.8962321811164992,0.120548904,2.9344783,0.67579126,2.616405,0.2612941
Boundary,68,0.570153005434683,0.9474507885973837,0.049290296,3.2582395,-0.31814262,2.4209788,-0.20300032
Boundary,69,0.6447700846949161,0.9211442322935822,0.09220514,3.2149048,0.050237644,3.4674664,0.660741
Boundary,70,0.5764723642484779,0.7764400326489899,0.18785521,4.777994,0.28404212,2.4840791,0.13940647
Boundary,71,0.2642937295160543,0.8341563510557637,0.08266372,1.241492,-0.30233788,1.1407378,-0.62551534
Boundary,72,0.39982345352873877,0.8615737176081085,0.1762869,1.6875954,0.23246597,2.1849608,0.39113614
Boundary,73,0.4482807164363615,0.8818481350180649,0.08305719,1.8738122,-0.6134722,1.9014634,-0.44223732
Boundary,74,0.03612341110244637,0.8473406264811663,0.11204978,1.8272815,-0.12832098,2.104665,0.1357041
Boundary,75,0.07169780317928728,0.6994248664247834,0.115544975,1.3093039,-0.6273242,0.9006645,-1.0657002
Boundary,76,0.016674718333186105,0.7824398185368197,0.22652964,1.5916693,-0.38972363,2.1696,-0.2408631
Boundary,77,0.01563963434733255,0.8515888058989557,0.18600659,1.7877102,0.5684366,2.013646,0.7787795
Boundary,78,0.1321274093805714,0.9535331275458475,0.14362389,2.3054247,0.65285444,2.6575708,1.3913281
Boundary,79,0.018531942500473183,0.5828285282271456,0.22581525,1.5037888,0.11626229,0.8909741,-0.47926864
Boundary,80,0.004361284005495916,0.8580968738358467,0.21117665,1.6591455,-0.27619573,1.4746324,-0.043797214
Boundary,81,0.2713829211350008,0.8096621856082866,0.14240995,1.2766055,-0.7209854,1.6063753,0.070460476
Boundary,82,0.24781838201225273,0.7607168142959746,0.19106913,1.1142899,-0.51021636,2.0410028,0.35557485
Boundary,83,0.275698475254252,0.8011447705714452,0.12036753,1.5754329,-0.44015273,1.6377032,-0.089625575
Boundary,84,0.2514490225989968,0.7293049852419518,0.21752828,1.8142561,0.11105892,1.286502,-0.22407895
Boundary,85,0.4394072546324264,0.8174126602615556,0.12352585,1.5323969,-0.9781677,1.8241689,-0.29359517
Boundary,86,0.6059775584628332,0.9527977022841532,0.33594263,3.5796719,0.05288372,4.9995217,0.740687
Boundary,87,0.31409835678409675,0.7890193045440484,0.1654445,3.2320814,-0.34160495,1.609578,-0.45968497
Boundary,88,0.17670976434957433,0.8506696470719766,0.22248249,1.4819338,0.2072715,1.6547316,0.35114837
Boundary,89,0.3964183662122942,0.8853309624139255,0.12649581,1.1162105,-0.16016805,1.7081666,0.80111086
Boundary,90,0.24308571742577678,0.8881990965329787,0.103866234,2.2413757,-0.42080006,1.7782471,-0.064426474
Boundary,91,0.1567451206592804,0.639827650267266,0.4004696,2.5952306,0.57921547,1.4709283,-0.0065249093
Boundary,92,0.28408589056607386,0.7599864915773321,0.35206366,4.4123282,1.3537627,2.4803178,0.549244
Boundary,93,0.15242908107670128,0.5434931977325932,0.4735845,3.064766,0.8069453,1.9158965,0.8967959
Boundary,94,0.2511658588209029,0.937987040598132,0.20012832,2.792128,0.85980576,1.7836485,0.31147704
Boundary,95,0.3901698063758272,0.7640319121875199,0.23733716,2.5792732,0.608594,2.5812004,0.47978607
Boundary,96,0.5712071237664277,0.661241272531574,0.43714768,2.3965876,0.08306826,2.194373,-0.26364174
Boundary,97,0.006082891977434263,0.7926953974753246,0.2796093,2.4618707,0.5523382,2.3453836,0.46527728
Boundary,98,0.32127917625179614,0.7993446982396982,0.26384217,5.763692,1.8617939,3.2693076,1.1920015
Boundary,99,0.31164190015450544,0.7410437892367898,0.3092906,4.481816,0.33557007,2.6141384,0.015844565
Boundary,100,0.2577911908968992,0.6862308206035609,0.26914138,2.5293906,0.29672223,1.4998075,-0.07811899
Compression_1,1,0.8416327426360067,0.9894095051960552,0.025627956,4.0026484,0.376817,4.0767527,0.57091683
Compression_1,2,0.790155017195497,0.9765072103980222,0.025592381,2.0370734,0.4878083,2.6600945,0.3117065
Compression_1,3,0.8892734531113273,0.991857068858337,0.04089711,3.8801582,0.16621608,5.288245,0.98252547
Compression_1,4,0.8231211849170758,0.9683791094149531,0.039771788,4.1252074,0.8638166,2.1265373,0.18203779
Compression_1,5,0.7622655654160049,0.9422441889489709,0.05223184,2.0556731,-0.073588505,2.1137924,-0.05315429
Compression_1,6,0.8477120893486046,0.9898300918178816,0.051290113,4.809944,0.95480746,4.1010222,0.4074238
Compression_1,7,0.8816657358450519,0.9814270972661375,0.018931065,1.8002288,0.3245652,1.7132267,0.44870305
Compression_1,8,0.8575208383244926,0.9983746051982724,0.015439296,4.974311,1.0055858,3.6828926,0.465293
Compression_1,9,0.7917195877705078,0.9848386729035511,0.030395089,3.6036658,1.1472638,2.5901463,0.29410252
Compression_1,10,0.7874605009960756,0.9707580669263063,0.041006703,1.9628421,0.21121626,2.3582628,0.19755633
Compression_1,11,0.7695395246947355,0.9813932643218772,0.04505002,1.6653601,0.44461665,1.5107448,-0.23385702
Compression_1,12,0.7682135219906946,0.9694944231521335,0.05331528,2.7172697,1.4539742,1.608478,-0.14208658
Compression_1,13,0.6784737865355694,0.9821629540921567,0.023399059,2.3889,0.3779284,1.9136759,0.11064432
Compression_1,14,0.8204655144942498,0.9778021569306843,0.031194787,3.2309778,1.1316534,2.3022547,0.39660424
Compression_1,15,0.7019875612613881,0.9738302564684843,0.042769957,2.0887368,0.51702464,1.519686,-0.34740475
Compression_1,16,0.748109488213661,0.9106086176133114,0.040432483,0.7907352,-0.99813366,0.8721955,-0.81549424
Compression_1,17,0.7972755775806818,0.9346673674582601,0.043284178,1.7854953,-0.124306895,0.9693048,-1.231466
Compression_1,18,0.7529556151159591,0.9836120530612515,0.03970441,3.905451,0.15558027,2.0089386,-0.54572386
Compression_1,19,0.8462445042403507,0.9918255374721937,0.027925037,5.1759677,0.65609336,4.5918913,0.52043194
Compression_1,20,0.8093443028562336,0.859300005135059,0.16858988,1.3960994,0.07508945,1.69266,0.3681983
Compression_1,21,0.7925060796269721,0.9978049856001059,0.02949732,5.361963,1.2751038,3.9725118,0.11782181
Compression_1,22,0.8015831292186286,0.9673230911108608,0.0542052,3.2985606,0.333848,2.4768043,0.61971194
Compression_1,23,0.8244099697323676,0.9788078014968628,0.039953824,3.196162,1.19457,2.2931676,0.90791094
Compression_1,24,0.788943976684347,0.9666620481063397,0.041464195,3.368913,0.7877806,1.7637815,0.079796456
Compression_1,25,0.7960203316123433,0.9739917451213889,0.035304036,4.2134767,0.1024932,2.464695,0.79265875
Compression_1,26,0.7304393322694488,0.9463191449299672,0.04305041,1.9438225,-0.22578402,1.8973838,-0.04227321
Compression_1,27,0.9402959513646797,0.9710279332773728,0.027344061,3.5952628,0.8617386,3.6854088,0.84512335
Compression_1,28,0.8265481325079964,0.764032483785396,0.19177198,2.2796924,0.68148667,2.416697,0.77936536
Compression_1,29,0.8088984773667193,0.9667079523883674,0.037174933,0.90789276,-0.07297165,1.7616283,0.62261885
Compression_1,30,0.8508422945326689,0.9091446880616931,0.10108374,1.9263022,-0.1239056,2.3461168,-0.08722831
Compression_1,31,0.7764460655325737,0.9574266314370062,0.035049807,2.6056914,-0.2076544,1.9884365,-0.20330344
Compression_1,32,0.8054414936886536,0.9810097007897469,0.06286995,3.1166294,0.22213593,2.6124687,-0.027277129
Compression_1,33,0.7709807505105534,0.9378281014518259,0.07886039,2.595626,0.24308988,1.9588438,-0.3676031
Compression_1,34,0.9017981853726651,0.9351968193302578,0.07067879,1.8069247,-0.3694626,1.6153641,-0.31456614
Compression_1,35,0.8026319148108746,0.9824201743962225,0.013884565,1.3501881,-0.26369634,1.2677712,-0.62796324
Compression_1,36,0.7478426242188911,0.9898816506067919,0.0060646757,1.2316531,-0.8778576,1.3384038,-0.78391254
Compression_1,37,0.8780391932649417,0.9624444595830554,0.023427349,1.8325655,0.83614177,1.3502929,-1.2583424
Compression_1,38,0.8675697843203363,0.9862974819743949,0.02414691,2.4834466,0.49233595,2.5764503,-0.076544225
Compression_1,39,0.8185687473515095,0.9626864030827149,0.03997458,1.4849262,-0.19753869,1.4619383,-0.22974889
Compression_1,40,0.8319695099477439,0.9759436343875567,0.020667117,1.0388715,-0.6761028,1.0795628,-0.9439222
Compression_1,41,0.789982210506068,0.9949376523616283,0.0040012356,1.2824403,-0.42850316,1.1936092,-0.38822848
Compression_1,42,0.9350408577524071,0.9758972699620828,0.11052723,4.545988,0.78929913,3.1769047,-0.023642134
Compression_1,43,0.77920477274983,0.9421957886511784,0.047629017,1.2778158,-0.1402206,1.0642256,-0.42237648
Compression_1,44,0.9319901378406165,0.9891984195534423,0.05998547,2.5783062,0.57740724,3.1651413,0.49320027
Compression_1,45,0.7719251854934018,0.9672151479878074,0.030333813,1.3203777,0.008177321,1.49489,-0.4426598
Compression_1,46,0.7408791639795783,0.9721776070215964,0.024991479,1.064358,-0.39289543,1.3819915,-0.29180685
Compression_1,47,0.9160069189085306,0.9145493270486202,0.08524378,0.6936795,-0.33116218,0.7437568,-0.59288555
Compression_1,48,0.7878605654907836,0.917080568467205,0.07225205,1.3718692,-0.45945764,1.5775639,-0.5781096
Compression_1,49,0.745333709013364,0.9866235619021111,0.015823446,0.75497043,-0.943759,0.7558662,-1.3682406
Compression_1,50,0.9117337303079142,0.9900855567435586,0.013968645,2.4263604,0.067457944,2.4077036,0.37431002
Compression_1,51,0.75752554465353,0.9685315282660785,0.045626394,1.5694287,-0.20748861,1.5817534,-0.3214626
Compression_1,52,0.7940108711376505,0.9909292565521893,0.01304949,2.7351618,0.87640584,3.0265553,0.39784247
Compression_1,53,0.8199952611001922,0.9296672503473307,0.07050219,1.2919292,-0.9753425,1.6268979,-0.26879433
Compression_1,54,0.869172639093887,0.9911735523223795,0.014360197,2.1516643,0.10996611,2.3254373,-0.43215805
Compression_1,55,0.9283268342441748,0.9859130525125801,0.0101183625,1.8069149,-0.00042635042,1.759724,0.22412482
Compression_1,56,0.8114771563020481,0.9721765723014272,0.018435549,1.2728046,-0.3695538,1.5485798,-0.041869346
Compression_1,57,0.7872191694537053,0.9635412943091953,0.030577438,1.4421101,-0.34778568,1.7379562,-0.35229358
Compression_1,58,0.8879815344205017,0.9427171725327337,0.059499852,0.6259268,-0.066124335,0.5498386,-0.99740183
Compression_1,59,0.8834459403977286,0.9608252497127072,0.038271703,1.4700007,0.07528582,1.9837686,0.66663736
Compression_1,60,0.9444785706448714,0.9952117120107352,0.033240374,2.1933517,0.32375777,1.8747518,0.028533658
Compression_1,61,0.8595316176593175,0.9935632733647922,0.0059167882,2.687024,-0.32017496,2.61386,-0.27212325
Compression_1,62,0.7728409960688821,0.992744053977862,0.008632924,3.9729095,0.45989716,3.5689526,0.5726864
Compression_1,63,0.9222983594992343,0.9956481853387797,0.017289681,5.286795,1.0304681,2.552722,0.09729889
Compression_1,64,0.8004853592237818,0.9721716871332062,0.056852553,3.925084,0.31753764,3.0856297,0.078276314
Compression_1,65,0.7445114725006867,0.9977433379253358,0.005573469,1.8833612,-0.1576593,2.3800185,0.10778633
Compression_1,66,0.8611755397042171,0.9862716533535033,0.012312701,1.6117663,-0.07837024,1.2034385,-0.6339997
Compression_1,67,0.8573026546401087,0.9913197924909304,0.014442377,2.9344783,0.67579126,3.3965604,0.40534973
Compression_1,68,0.7905201828724276,0.9928784693500609,0.006036956,3.2582395,-0.31814262,2.8642125,-0.4189049
Compression_1,69,0.8137687210394379,0.9758821813939599,0.032123677,3.2149048,0.050237644,2.8258116,0.45178565
Compression_1,70,0.8615759043113004,0.9943717528317398,0.011289118,4.777994,0.28404212,3.6305506,0.27919632
Compression_1,71,0.6946138765220692,0.9850340631005976,0.0073133092,1.241492,-0.30233788,1.5047023,-0.8785447
Compression_1,72,0.469514614720806,0.9863514625170959,0.02630735,1.6875954,0.23246597,2.2938557,0.2910526
Compression_1,73,0.7716321371806979,0.9854370837905756,0.010859957,1.8738122,-0.6134722,2.0303495,-0.6381837
Compression_1,74,0.6711670628452123,0.9792055424642472,0.016202958,1.8272815,-0.12832098,1.6008247,-0.24096207
Compression_1,75,0.5921838321175824,0.9835673393416549,0.0077247885,1.3093039,-0.6273242,1.3138975,-0.9694378
Compression_1,76,0.7809566836218443,0.9478072090444983,0.054180928,1.5916693,-0.38972363,1.5439541,-0.10166395
Compression_1,77,0.8000005984265827,0.8806864740413646,0.11185807,1.7877102,0.5684366,1.4374444,0.2808174
Compression_1,78,0.7522410775239433,0.9945538918662777,0.021462284,2.3054247,0.65285444,2.0377421,0.68296784
Compression_1,79,0.7554932347385218,0.9786716437280788,0.01079603,1.5037888,0.11626229,1.0987242,-0.6600322
Compression_1,80,0.8676762604555104,0.9168066781734631,0.04336793,1.6591455,-0.27619573,1.2987782,-0.21801105
Compression_1,81,0.7800333140407177,0.9773453680101538,0.021583185,1.2766055,-0.7209854,1.4416772,-0.29652947
Compression_1,82,0.8636305883942565,0.9139041481476033,0.111102715,1.1142899,-0.51021636,0.5262754,-1.2033339
Compression_1,83,0.7717497933016157,0.924084751435835,0.039867915,1.5754329,-0.44015273,1.4301223,-0.24904834
Compression_1,84,0.8237776304806604,0.9713682225782562,0.027998341,1.8142561,0.11105892,1.3372245,-0.09942037
Compression_1,85,0.8862416830769094,0.974623522941955,0.020343669,1.5323969,-0.9781677,1.5000645,-0.5004035
Compression_1,86,0.6704062708024576,0.993784323115623,0.030772546,3.5796719,0.05288372,3.4718988,-0.013248497
Compression_1,87,0.7791241481517829,0.9558651086678011,0.041010655,3.2320814,-0.34160495,2.3799977,-0.36760867
Compression_1,88,0.8932234738457793,0.9551604681354835,0.07058227,1.4819338,0.2072715,1.4088027,-0.30225024
Compression_1,89,0.8503290068766618,0.9511786962647075,0.035441637,1.1162105,-0.16016805,1.1057453,-0.08907133
Compression_1,90,0.8411144336175775,0.9844721157536551,0.019789886,2.2413757,-0.42080006,2.078819,-0.2711149
Compression_1,91,0.8405461396660906,0.9901076206213566,0.017115297,2.5952306,0.57921547,2.2643476,0.37892243
Compression_1,92,0.8015870219708772,0.9802823671319485,0.048490025,4.4123282,1.3537627,3.5475235,1.0218365
Compression_1,93,0.8290501774225486,0.9550312636084682,0.06340034,3.064766,0.8069453,2.0383844,0.69134825
Compression_1,94,0.8121483442229779,0.9898883885629824,0.03393047,2.792128,0.85980576,1.1328038,-0.46103898
Compression_1,95,0.7063004968156311,0.9956333106704917,0.00679236,2.5792732,0.608594,3.0168746,0.5735661
Compression_1,96,0.8414183762227107,0.9927719043211292,0.015529542,2.3965876,0.08306826,3.029937,0.3902911
Compression_1,97,0.838317134945533,0.9821544008487242,0.021277707,2.4618707,0.5523382,1.8973454,0.35370755
Compression_1,98,0.7503064786414466,0.9926596843522,0.030902632,5.763692,1.8617939,3.1099167,1.0869557
Compression_1,99,0.8296827360772084,0.9840255743963857,0.036592077,4.481816,0.33557007,3.273704,0.22459726
Compression_1,100,0.8224917386626117,0.9738125497769267,0.027085928,2.5293906,0.29672223,2.29531,0.26352808
Compression_2,1,0.7897224067369947,0.9784990505729076,0.059366688,4.0026484,0.376817,4.597037,0.6266739
Compression_2,2,0.6919622284137578,0.943487279352751,0.07761705,2.0370734,0.4878083,2.450132,0.05714385
Compression_2,3,0.8595163502423745,0.975353493945364,0.0855308,3.8801582,0.16621608,4.294554,0.7578949
Compression_2,4,0.7584676207517789,0.9041774707685809,0.07180383,4.1252074,0.8638166,2.391661,0.22977006
Compression_2,5,0.6682925627360023,0.9096443271055671,0.12503345,2.0556731,-0.073588505,1.4027599,-0.5235361
Compression_2,6,0.8213459916547771,0.9772503589705611,0.09159586,4.809944,0.95480746,3.2000449,0.67903
Compression_2,7,0.835306340735344,0.9798239355866256,0.030457143,1.8002288,0.3245652,1.7208781,0.36982277
Compression_2,8,0.7598556163090038,0.9951343922880386,0.016542576,4.974311,1.0055858,2.302441,-0.5257587
Compression_2,9,0.7222377153033838,0.9729529226938082,0.10866576,3.6036658,1.1472638,2.7434072,0.15997614
Compression_2,10,0.7107575241943381,0.8768996731181781,0.13412961,1.9628421,0.21121626,2.370213,-0.14329301
Compression_2,11,0.6685837247500427,0.929007240356986,0.08320002,1.6653601,0.44461665,1.4984863,-0.08764796
Compression_2,12,0.7040436142090741,0.9186323748835078,0.12879819,2.7172697,1.4539742,1.6246687,-0.23546772
Compression_2,13,0.5671686151186098,0.9437792089284709,0.07180238,2.3889,0.3779284,1.8559948,0.36431623
Compression_2,14,0.7917980525706169,0.8769295939369214,0.1109705,3.2309778,1.1316534,2.4592547,0.66930234
Compression_2,15,0.612915082799982,0.9144911886059888,0.14453167,2.0887368,0.51702464,1.0072908,-0.7761391
Compression_2,16,0.6508070049731923,0.8002118788481343,0.113807194,0.7907352,-0.99813366,0.79684234,-1.3070483
Compression_2,17,0.726748502764841,0.9343958606900826,0.064056225,1.7854953,-0.124306895,0.7591667,-1.0350935
Compression_2,18,0.6789362289864626,0.9729613625989088,0.050789714,3.905451,0.15558027,2.6227114,0.109262384
Compression_2,19,0.8131732663706787,0.9801235667551547,0.039131057,5.1759677,0.65609336,4.5883956,0.32451984
Compression_2,20,0.7019074348269317,0.6942071888202582,0.34595165,1.3960994,0.07508945,1.8556614,0.0075804824
Compression_2,21,0.7115633528085556,0.9946648522240363,0.028458452,5.361963,1.2751038,4.951297,0.50927186
Compression_2,22,0.7044710842747163,0.923518643603897,0.1222821,3.2985606,0.333848,2.6521564,0.3384825
Compression_2,23,0.7770919805508091,0.9580869107230141,0.086059295,3.196162,1.19457,2.128882,0.76769733
Compression_2,24,0.7021181985216091,0.9314114686829006,0.09405379,3.368913,0.7877806,2.0043287,0.12932307
Compression_2,25,0.695514257118924,0.953187414173537,0.104431756,4.2134767,0.1024932,2.6440802,1.0101496
Compression_2,26,0.5898397039628113,0.7063725324543718,0.17519468,1.9438225,-0.22578402,1.4095539,-0.47813532
Compression_2,27,0.9131241067888064,0.9589692774902101,0.048267893,3.5952628,0.8617386,3.5338361,0.62447584
Compression_2,28,0.6663800614584486,0.6102227926979858,0.43462905,2.2796924,0.68148667,2.2133875,0.56188494
Compression_2,29,0.7151746134585523,0.7933780260657621,0.16001551,0.90789276,-0.07297165,1.4320238,0.22244965
Compression_2,30,0.78395430879305,0.777256502563281,0.30284712,1.9263022,-0.1239056,2.3426828,-0.09281295
Compression_2,31,0.7062239999449454,0.9327438943931616,0.061438207,2.6056914,-0.2076544,1.5654085,-0.17505442
Compression_2,32,0.7524352121114738,0.9697835693673739,0.08245337,3.1166294,0.22213593,1.7459686,-0.31880587
Compression_2,33,0.7247301739781546,0.9016990286905407,0.18607438,2.595626,0.24308988,2.4605532,-0.14887579
Compression_2,34,0.8716017753307543,0.9408389966291929,0.06533343,1.8069247,-0.3694626,1.6633154,-0.43965933
Compression_2,35,0.7054583523399295,0.9350136427349802,0.048294336,1.3501881,-0.26369634,1.452567,-0.190079
Compression_2,36,0.6349535180928095,0.9677523162477404,0.017496448,1.2316531,-0.8778576,1.5488377,-0.6629611
Compression_2,37,0.8174427787365919,0.9546185903768359,0.027856672,1.8325655,0.83614177,1.3848084,-1.1552696
Compression_2,38,0.8066272674284202,0.9484239986186553,0.06059762,2.4834466,0.49233595,1.8371497,-0.72744685
Compression_2,39,0.7772498001209218,0.9506465358767321,0.056129947,1.4849262,-0.19753869,1.689343,0.07367924
Compression_2,40,0.7763363361467168,0.9599479516744597,0.030687608,1.0388715,-0.6761028,1.058418,-0.6328994
Compression_2,41,0.7083267421280763,0.9818960550401419,0.011747799,1.2824403,-0.42850316,1.312306,-0.271826
Compression_2,42,0.9281327549403667,0.9612687734427539,0.17860426,4.545988,0.78929913,2.270882,-0.25784934
Compression_2,43,0.6995360684957244,0.8741254698289255,0.08385197,1.2778158,-0.1402206,1.2743349,-0.2430183
Compression_2,44,0.9172884945174783,0.9609029611434377,0.10268112,2.5783062,0.57740724,2.5638752,-0.12784608
Compression_2,45,0.7182307196993557,0.9248037552141631,0.060204804,1.3203777,0.008177321,1.4781951,-0.23831779
Compression_2,46,0.6653246999021976,0.9562985677512456,0.049316525,1.064358,-0.39289543,1.3681839,-0.6119971
Compression_2,47,0.8860776687201231,0.9201964151162796,0.11413552,0.6936795,-0.33116218,0.9978575,-0.10904511
Compression_2,48,0.7430600122990979,0.8201439048785709,0.13648707,1.3718692,-0.45945764,1.4837042,-0.54012984
