transformation,image_number,ssim,cc,kl,reference_nss,reference_ig,loss_nss,loss_ig
ContrastChange_2,26,0.3144080710692285,0.7889980469562144,0.12207207,1.9438225,-0.22578402,2.992708139975977,2.0082704986134923
ContrastChange_2,27,0.7467762672227415,0.8848132774573749,0.18355732,3.5952628,0.8617386,-0.03136141741739584,-0.05181972008087288
ContrastChange_2,28,0.31619302937088917,0.6560668470260351,0.4065888,2.2796924,0.68148667,0.41016700098390185,0.27869568625830415
ContrastChange_2,29,0.34108986106936884,0.6220194713780827,0.2674644,0.90789276,-0.07297165,0.9933100374977364,0.4161327313057847
ContrastChange_2,30,0.37081162244629073,0.8160488747786696,0.2503277,1.9263022,-0.1239056,-0.08272478785607101,0.41889770441718355
ContrastChange_2,31,0.4794578766593916,0.8515204283203116,0.1285887,2.6056914,-0.2076544,-0.025178640840660682,-0.1907415363418659
ContrastChange_2,32,0.46813971833167156,0.9885090554759522,0.054987926,3.1166294,0.22213593,-0.7998044525611159,-0.23684350381122854
ContrastChange_2,33,0.32037825274332316,0.8230212621892998,0.27715546,2.595626,0.24308988,-0.11991673291370857,0.6543528743560509
ContrastChange_2,34,0.517232975012874,0.8902981259586288,0.093869336,1.8069247,-0.3694626,-0.2483201858304891,0.381567432252673
ContrastChange_2,35,0.29166309251401756,0.7368107845557206,0.17317875,1.3501881,-0.26369634,4.1924016797632975,2.0425140919651024
ContrastChange_2,36,0.2631239586158209,0.8650835420348044,0.07076767,1.2316531,-0.8778576,0.5726477153505944,0.6571365455299119
ContrastChange_2,37,0.43635221000681174,0.8600815129840064,0.073197074,1.8325655,0.83614177,3.197954688270057,2.611645817567564
ContrastChange_2,38,0.6074990315510296,0.877094159604005,0.12961118,2.4834466,0.49233595,0.16935039704682278,0.16951516351812765
ContrastChange_2,39,0.49078265969900164,0.8552462940965965,0.14797503,1.4849262,-0.19753869,1.6171525758107437,1.4129387302044605
ContrastChange_2,40,0.4816310276586848,0.7723186714197056,0.22706768,1.0388715,-0.6761028,0.7422756565621846,0.810747026403177
ContrastChange_2,41,0.321653289503183,0.941388146315794,0.04435035,1.2824403,-0.42850316,0.9777825216383144,0.13217807047491115
ContrastChange_2,42,0.49856577731478163,0.9368976598492961,0.18729132,4.545988,0.78929913,0.3746257549244735,0.36821766303574177
ContrastChange_2,43,0.31636601436875406,0.8165873232185396,0.11690653,1.2778158,-0.1402206,0.5367279751151209,0.3883680678980771
ContrastChange_2,44,0.45623964119121146,0.9612391660252109,0.07483508,2.5783062,0.57740724,-0.24245470198849206,-0.16867818590571482
ContrastChange_2,45,0.34075256421624855,0.7954840347563098,0.15084216,1.3203777,0.008177321,0.09045418602262896,0.15584731846379168
ContrastChange_2,46,0.32916209716282546,0.9062877490579256,0.07961713,1.064358,-0.39289543,0.326704591525916,0.2540160781182141
ContrastChange_2,47,0.5167924828978312,0.5744128473130742,0.80838346,0.6936795,-0.33116218,0.7579090951663224,0.41569486707107933
ContrastChange_2,48,0.36652576523161673,0.756042422424867,0.25752783,1.3718692,-0.45945764,-0.2449186147718586,-0.10963076314470022
ContrastChange_2,49,0.3397728303419538,0.7565160579373883,0.17050892,0.75497043,-0.943759,-0.46487955370927814,-0.09768906390942178
ContrastChange_2,50,0.6470673606751361,0.88664318716605,0.19536392,2.4263604,0.067457944,-0.6713946169046128,-0.38461802423661323
ContrastChange_2,51,0.31483626788898933,0.8876798530981546,0.105902314,1.5694287,-0.20748861,0.9024817743068412,0.9127170523779776
ContrastChange_2,52,0.4081442524065309,0.9007301812987122,0.100179866,2.7351618,0.87640584,0.2390708305117591,0.3814393274302456
ContrastChange_2,53,0.31655662792132216,0.5271863808414146,0.46355844,1.2919292,-0.9753425,-1.99171329648843,-0.9531843488358009
ContrastChange_2,54,0.39908247420019954,0.9657034001435936,0.08878589,2.1516643,0.10996611,-0.3807526832613125,-0.1459020862462958
ContrastChange_2,55,0.6757351880743085,0.8696168650832358,0.111344315,1.8069149,-0.00042635042,-0.4962869361951348,0.012258874487742646
ContrastChange_2,56,0.5082208117042494,0.8282123616075395,0.11516793,1.2728046,-0.3695538,0.16946986910425554,0.7384391199485612
ContrastChange_2,57,0.3619585625259118,0.7871539710123165,0.19990116,1.4421101,-0.34778568,-0.5425991523407476,-0.6376751062942917
ContrastChange_2,58,0.415675112797022,0.8912785619024512,0.28230014,0.6259268,-0.066124335,0.686579835804644,0.3538706694876611
ContrastChange_2,59,0.7392906453861414,0.7713408226435832,0.24921985,1.4700007,0.07528582,0.354172050737805,0.30373987448160594
ContrastChange_2,60,0.6147950395524352,0.9040145001856198,0.18073899,2.1933517,0.32375777,0.013407563815414913,-0.059529219302730696
ContrastChange_2,61,0.5940124340705092,0.9620889719264223,0.042587113,2.687024,-0.32017496,-0.40284355243240894,0.124496977652723
ContrastChange_2,62,0.5865858319108578,0.9516965050012427,0.105128095,3.9729095,0.45989716,-0.33556086344964053,-0.16576972658556094
ContrastChange_2,63,0.6205698022279829,0.9791782770710618,0.05334632,5.286795,1.0304681,0.7038639667652075,0.584056485227034
ContrastChange_2,64,0.5783356573380635,0.9492556696476883,0.1699768,3.925084,0.31753764,-0.02991516833933383,-0.09751301983638685
ContrastChange_2,65,0.31096925865160235,0.9782491695885148,0.09657475,1.8833612,-0.1576593,0.814181941517881,0.8946547306773098
ContrastChange_2,66,0.5807759998795603,0.9430985388453802,0.0535096,1.6117663,-0.07837024,3.448051481262175,1.7900891877146057
ContrastChange_2,67,0.5863650929619547,0.9575780273273129,0.046627037,2.9344783,0.67579126,0.3139729406864618,0.45838262450648043
ContrastChange_2,68,0.5992943248291316,0.9159013119547897,0.17356491,3.2582395,-0.31814262,-0.19703102814366827,-0.050633862924542444
ContrastChange_2,69,0.589115274232708,0.9519251480429924,0.08382535,3.2149048,0.050237644,0.030473780032777897,-0.05398323780819525
ContrastChange_2,70,0.5906385706698513,0.9854192942952742,0.06282664,4.777994,0.28404212,0.8489319402322448,0.23529341991322267
ContrastChange_2,71,0.2867860813124894,0.9278111220890153,0.035664972,1.241492,-0.30233788,3.169075895856206,2.5288873793889963
ContrastChange_2,72,0.27348824468904154,0.9416009959370467,0.1057681,1.6875954,0.23246597,1.2288622602454766,0.9155897059863842
ContrastChange_2,73,0.46404185191126107,0.9425610444273462,0.065639086,1.8738122,-0.6134722,-0.2438188129016925,0.15325341073449006
ContrastChange_2,74,0.2823975290181467,0.9284893958739562,0.05871015,1.8272815,-0.12832098,1.2835076990193834,0.7316567520537396
ContrastChange_2,75,0.3097763330851036,0.9462381015315061,0.026529491,1.3093039,-0.6273242,6.396737596362919,3.7720127437208824
ContrastChange_2,76,0.29839437258316354,0.7819649778976161,0.20326258,1.5916693,-0.38972363,1.1958629243755223,0.8134505179243872
ContrastChange_2,77,0.22663648021574678,0.791640277698953,0.26607752,1.7877102,0.5684366,-0.22098745697243116,-0.007137004486187037
ContrastChange_2,78,0.1845647859254804,0.9786682753628436,0.0795127,2.3054247,0.65285444,-0.22893006137121752,-0.38693993209482513
ContrastChange_2,79,0.21199854890346378,0.8817696782998936,0.071978986,1.5037888,0.11626229,1.8641640808613424,1.5369977267536465
ContrastChange_2,80,0.3899561609695301,0.784712932542465,0.20800734,1.6591455,-0.27619573,4.4009873074651304,1.870388064802223
ContrastChange_2,81,0.32442660723016337,0.892929297924763,0.10358529,1.2766055,-0.7209854,1.8327707754316478,0.8139314706157719
ContrastChange_2,82,0.3641304852648138,0.703224753457118,0.2644071,1.1142899,-0.51021636,1.3097368589745353,1.7723167532375754
ContrastChange_2,83,0.33462142530873246,0.8442464840208571,0.113355614,1.5754329,-0.44015273,1.0940380117174493,0.40569811465813294
ContrastChange_2,84,0.36305745101806935,0.7325522124536145,0.17755142,1.8142561,0.11105892,2.8250292550066605,1.2837069551145885
ContrastChange_2,85,0.5292114607081665,0.8431363278224712,0.117447026,1.5323969,-0.9781677,-0.5720257169331873,-0.006636812220909505
ContrastChange_2,86,0.28895815808768766,0.9869386318629361,0.11750987,3.5796719,0.05288372,-0.4420054537144198,-0.06813519401607898
ContrastChange_2,87,0.3553030190457804,0.8825473379410467,0.09263031,3.2320814,-0.34160495,1.603463622480215,1.1032597825336579
ContrastChange_2,88,0.37732975421779996,0.8977533163768288,0.12082729,1.4819338,0.2072715,0.3791130805298972,0.5794401685024915
ContrastChange_2,89,0.44989937746400316,0.8444965069692076,0.14471647,1.1162105,-0.16016805,0.44825007853730936,0.8687141139861825
ContrastChange_2,90,0.3436476519032768,0.8820757325118275,0.16667712,2.2413757,-0.42080006,-0.5871258509371206,-0.3900935279937588
ContrastChange_2,91,0.36455093843195274,0.89286129606485,0.1569018,2.5952306,0.57921547,0.2079768726041566,0.5056471607357167
ContrastChange_2,92,0.31262304387291157,0.8974351961315118,0.11326923,4.4123282,1.3537627,0.6436643254751957,0.5406147693774405
ContrastChange_2,93,0.8667508782852766,0.9943261947317761,0.015686188,3.064766,0.8069453,-0.13703456518232093,-0.09268886089094441
ContrastChange_2,94,0.32516859261604386,0.9513680763603606,0.111379504,2.792128,0.85980576,0.7167192155898376,0.25573748158000587
ContrastChange_2,95,0.46121586228078754,0.9403331636142191,0.07183768,2.5792732,0.608594,-0.22937471988632385,-0.06056981150253149
ContrastChange_2,96,0.6033489344581408,0.9525771537155048,0.07677795,2.3965876,0.08306826,-1.0485269289729053,-0.19408448573872622
ContrastChange_2,97,0.3840319849051581,0.889605250847847,0.11592817,2.4618707,0.5523382,0.7989673439382536,0.7150962055429924
ContrastChange_2,98,0.23391306343334992,0.9362070076677594,0.097715154,5.763692,1.8617939,0.6100850757437035,0.258539440663328
ContrastChange_2,99,0.4646473958371789,0.9509145912362349,0.12813382,4.481816,0.33557007,1.1741171258998944,0.5977042620273583
ContrastChange_2,100,0.32576422975669544,0.8493746898511721,0.17673369,2.5293906,0.29672223,-0.07118937250879581,0.07151712285806955
Cropping_1,1,0.923579435333394,0.9971123423321077,0.022014974,4.0026484,0.376817,0.29728825862054553,0.07336953461255921
Cropping_1,2,0.9322000908730618,0.9729476609831105,0.16019675,2.0370734,0.4878083,0.0747053191233445,0.17503499954303475
Cropping_1,3,0.9860508693853518,0.9994814828545366,0.015022573,3.8801582,0.16621608,0.33904693602217023,0.08211752200807142
Cropping_1,4,0.9397130627681446,0.9846190638299508,0.123450994,4.1252074,0.8638166,0.21085600741800348,0.13538184566831513
Cropping_1,5,0.9202726384763859,0.9952857829868741,0.072652414,2.0556731,-0.073588505,-0.06725968320459735,-0.003446488078168511
Cropping_1,6,0.9440005673038759,0.9934801993560515,0.06930279,4.809944,0.95480746,0.39897841521933447,0.3282944505685046
Cropping_1,7,0.9380908765300054,0.9068727294091045,0.5491546,1.8002288,0.3245652,-0.5816450699745875,-0.49427490224886655
Cropping_1,8,0.919458615011178,0.9970528948831276,0.0104725845,4.974311,1.0055858,0.5748430383532518,0.199547786225103
Cropping_1,9,0.9505264113613704,0.9919342247541778,0.03745667,3.6036658,1.1472638,0.4087413442661132,0.20906202140327307
Cropping_1,10,0.9455276179190458,0.9776924768219835,0.11641629,1.9628421,0.21121626,-0.14995060830646445,0.003007065182896146
Cropping_1,11,0.9276007332611522,0.8663078148649351,0.29596305,1.6653601,0.44461665,0.6011484487386372,0.6950719053116277
Cropping_1,12,0.9758268777542094,0.9987678946810249,0.008092623,2.7172697,1.4539742,0.8154721749968072,0.6735736001490654
Cropping_1,13,0.9348245530556567,0.9906195026135671,0.018176248,2.3889,0.3779284,0.6679554222282176,0.4736666009620131
Cropping_1,14,0.9320070187044651,0.9727299619403867,0.20885025,3.2309778,1.1316534,0.24248437539754497,0.3971059201881015
Cropping_1,15,0.9435270293975856,0.9964778271285669,0.010429024,2.0887368,0.51702464,0.6869478071005184,0.5440793322329758
Cropping_1,16,0.92502746441526,0.8102151983146424,0.29683053,0.7907352,-0.99813366,-0.9241977606345866,-0.8438647961101375
Cropping_1,17,0.9416206307239986,0.947427335989724,0.16984358,1.7854953,-0.124306895,0.31778604820188805,0.18770325699012796
Cropping_1,18,0.9421474411176648,0.9830365232650218,0.16164279,3.905451,0.15558027,1.0963701002483122,0.7378422533312551
Cropping_1,19,1.0,0.9982678958148241,0.0024054851,5.1759677,0.65609336,0.5462153657190463,0.19398739273856863
Cropping_1,20,0.947662796649281,0.9920816050238747,0.050539233,1.3960994,0.07508945,-0.3379479925371166,-0.34414324428523724
Cropping_1,21,0.9478839100065661,0.9995175979850482,0.008135938,5.361963,1.2751038,0.5231664003273659,0.6296411901533094
Cropping_1,22,0.9465167359762298,0.9825235309120296,0.073674336,3.2985606,0.333848,0.3381520410493166,0.053575663722826156
Cropping_1,23,0.9680478465052794,0.9971219977886474,0.0155402925,3.196162,1.19457,0.030619984708734393,0.026232632192383254
Cropping_1,24,0.950697718397257,0.9955539894800767,0.06492052,3.368913,0.7877806,0.4597474519162441,0.4453078396589159
Cropping_1,25,0.9279969987629418,0.9552968469776739,0.36905426,4.2134767,0.1024932,-0.041407380235975566,-0.0746769533343307
Cropping_1,26,0.926092662849546,0.9536397695188052,0.12593806,1.9438225,-0.22578402,0.22773422936214285,-0.0871611764974145
Cropping_1,27,1.0,0.9962153827419273,0.0031388663,3.5952628,0.8617386,0.031368358275908115,0.10786952182650345
Cropping_1,28,0.9320577549358665,0.6246351035194445,1.079649,2.2796924,0.68148667,-0.028850832196106957,0.10174234566749962
Cropping_1,29,0.9365083081630408,0.8365114281615222,0.38402903,0.90789276,-0.07297165,-0.3535574027608185,-0.06948668905886739
Cropping_1,30,0.9302966759424832,0.7368622670219358,1.0047741,1.9263022,-0.1239056,-0.33734793084531517,-0.09246981113575996
Cropping_1,31,0.9997496752699888,0.9945390063909428,0.00291231,2.6056914,-0.2076544,-0.526045551313111,-0.3131951839182465
Cropping_1,32,0.9532248074453316,0.9989539598893059,0.009367228,3.1166294,0.22213593,-0.02264684376256826,0.12707284337317465
Cropping_1,33,0.9540781541139678,0.9873115620520694,0.08390545,2.595626,0.24308988,0.1193166742033476,0.08248098671689598
Cropping_1,34,0.9513135131833824,0.9185919144118383,0.20673262,1.8069247,-0.3694626,-0.24053859073279382,-0.043014129878392426
Cropping_1,35,0.9280153881641166,0.856682484419448,0.24449793,1.3501881,-0.26369634,-0.03633251808302375,-0.029397792655002086
Cropping_1,36,0.9151483124964662,0.827197417599786,0.27297306,1.2316531,-0.8778576,-0.854689829973732,-0.5688992351247595
Cropping_1,37,0.9641212734452201,0.9905217222221746,0.033673808,1.8325655,0.83614177,0.3346153910633526,0.3236550211294861
Cropping_1,38,0.9355551432604177,0.7770343170791342,0.6761357,2.4834466,0.49233595,0.959586992289061,0.8665197234180988
Cropping_1,39,0.9398456027458444,0.919381397580524,0.34292316,1.4849262,-0.19753869,-0.27274975048996414,0.13657613374134903
Cropping_1,40,0.9546318439963875,0.9128661189155771,0.2624524,1.0388715,-0.6761028,0.05025167481417614,-0.5190423026986763
Cropping_1,41,1.0,0.9955143101921299,0.0021502976,1.2824403,-0.42850316,0.443823350385962,-0.07316328662793137
Cropping_1,42,0.9835219175988695,0.9963080858194391,0.017118592,4.545988,0.78929913,0.4194388794386217,0.22820067176412184
Cropping_1,43,0.9654179412623352,0.9813492751599542,0.050269432,1.2778158,-0.1402206,0.06752741156800968,0.1980895684820481
Cropping_1,44,0.9799179144027897,0.9979676642054165,0.015240509,2.5783062,0.57740724,-0.479331032320782,-0.2815524195628457
Cropping_1,45,0.9696695107912356,0.9864771816389747,0.024519827,1.3203777,0.008177321,0.7269060868472689,0.4740918280593045
Cropping_1,46,0.937473663929759,0.9842943597860083,0.08732204,1.064358,-0.39289543,0.23684561763097978,0.021725658826428573
Cropping_1,47,0.969762213610931,0.8922453475110487,0.20728588,0.6936795,-0.33116218,0.5710517559256928,1.3201692700389664
Cropping_1,48,0.9496902362082932,0.892644007637717,0.22312036,1.3718692,-0.45945764,-0.08847509248546404,-0.2855954613405183
Cropping_1,49,0.920536005173739,0.8017373788858861,0.6811533,0.75497043,-0.943759,-0.6418107437185687,-0.38361025914758096
Cropping_1,50,0.9956709932817791,0.9959421158189675,0.008211816,2.4263604,0.067457944,-0.4402474885526996,-0.43025059553331657
Cropping_1,51,0.9302216142888372,0.9653802178932778,0.18335228,1.5694287,-0.20748861,0.3320283263932646,0.16349077619937794
Cropping_1,52,0.9577513541735567,0.994725228509393,0.004619429,2.7351618,0.87640584,0.18017851438638383,0.10555878581909567
Cropping_1,53,0.9342227479017574,0.9538360223443663,0.19656721,1.2919292,-0.9753425,-1.5712455809606645,-0.9796545363297363
Cropping_1,54,0.9477893221890447,0.9910024131099031,0.063324824,2.1516643,0.10996611,0.23000909171014275,0.30237807252021565
Cropping_1,55,0.9464548965044557,0.8908679244599118,0.4476817,1.8069149,-0.00042635042,-0.18310014545716752,0.7231996570180182
Cropping_1,56,1.0,0.9963766493793391,0.002067435,1.2728046,-0.3695538,-0.208963794052566,-0.15252326347760714
Cropping_1,57,0.9315128956037397,0.940164565560421,0.24754529,1.4421101,-0.34778568,0.20598180379435443,0.17097426345749533
Cropping_1,58,0.9398174292766117,0.3971496641816342,0.98942083,0.6259268,-0.066124335,0.07242516102479041,0.20995504850534935
Cropping_1,59,0.952283824414378,0.9478647564933769,0.2480407,1.4700007,0.07528582,0.1449245057139773,0.05146674984548149
Cropping_1,60,0.9807813827326924,0.9969547175949822,0.034749184,2.1933517,0.32375777,0.08097501417728398,-0.0911425488620895
Cropping_1,61,0.9066734816833035,0.8886251703300551,0.27699623,2.687024,-0.32017496,-0.6262436536115492,0.12343139509167189
Cropping_1,62,0.9050247929455854,0.9751581127494329,0.18058226,3.9729095,0.45989716,0.4334454574961329,0.9410164407740911
Cropping_1,63,0.9083699983455148,0.9532530172643864,0.24065547,5.286795,1.0304681,1.2731132421270481,1.1038241053270115
Cropping_1,64,0.9046800398473156,0.9266224777736282,0.31495857,3.925084,0.31753764,0.2780335716705466,0.8908200997824568
Cropping_1,65,0.9100015325552017,0.9637430920957815,0.09919931,1.8833612,-0.1576593,1.1106981973668488,0.48180396668927006
Cropping_1,66,0.8988468969394771,0.7683411100611709,0.4655584,1.6117663,-0.07837024,0.4539193104885362,1.336343864819337
Cropping_1,67,0.9138255693188103,0.8929640401422692,0.3387424,2.9344783,0.67579126,0.5089535199427978,0.40212585031326725
Cropping_1,68,0.9120635715207831,0.8615471786225227,0.32100555,3.2582395,-0.31814262,-0.08560313719874851,0.6583162275087289
Cropping_1,69,0.9107418897732686,0.9622092669661337,0.17313613,3.2149048,0.050237644,-0.24666897999241716,-0.231541028164455
Cropping_1,70,0.9105627000725479,0.9631233235430712,0.25853813,4.777994,0.28404212,0.3129215685198259,0.4575358055214054
Cropping_1,71,0.940221508595605,0.9413784727010436,0.10240405,1.241492,-0.30233788,1.74035016876286,0.6648521246615191
Cropping_1,72,1.0,0.996635883924425,0.002655552,1.6875954,0.23246597,-0.17262405685570012,-0.11926760487450619
Cropping_1,73,0.913726120576376,0.9182374994792727,0.18842548,1.8738122,-0.6134722,-0.7749940742784744,-0.22641940896483004
Cropping_1,74,1.0,0.9985396540207909,0.001378664,1.8272815,-0.12832098,0.7872332963691395,0.3271504123941905
Cropping_1,75,1.0,0.9955207594980497,0.00151766,1.3093039,-0.6273242,0.8738643054047979,0.7038147097999341
Cropping_1,76,1.0,0.9960987647960202,0.0025899922,1.5916693,-0.38972363,-0.06831141734091628,-0.419165468066871
Cropping_1,77,0.9830772857505307,0.997535366883618,0.002722423,1.7877102,0.5684366,0.17027524180168965,0.07003724292664132
Cropping_1,78,0.9663028641924666,0.9991826636291584,0.0038934087,2.3054247,0.65285444,0.6030069053819788,0.39733466216707036
Cropping_1,79,0.9777460500366835,0.9905864328921252,0.010218378,1.5037888,0.11626229,0.9582891297877637,0.9763960903175558
Cropping_1,80,1.0,0.9969205036725423,0.0018066166,1.6591455,-0.27619573,0.7213367282080678,0.197374703636514
Cropping_1,81,0.9448431267036769,0.925229952725699,0.18069875,1.2766055,-0.7209854,-0.2791310664227712,-0.6764566710973408
Cropping_1,82,0.9776201743854965,0.9965204033603808,0.027763069,1.1142899,-0.51021636,-0.43439069295653754,-0.10229964814318254
Cropping_1,83,0.9442155292257862,0.9198129675619875,0.16148931,1.5754329,-0.44015273,-0.10003567606633883,-0.20616003743712646
Cropping_1,84,0.9477003987555069,0.9546151072564947,0.21669179,1.8142561,0.11105892,1.0029485366480113,0.6284714216347044
Cropping_1,85,0.9500337260839578,0.8709861694753226,0.26296628,1.5323969,-0.9781677,-1.3295131146906973,-0.791597318679461
Cropping_1,86,0.9228619271891431,0.9961568977601111,0.059129976,3.5796719,0.05288372,0.7613228650106529,0.34968899312939916
Cropping_1,87,0.9111398828877041,0.9353288521748413,0.25449023,3.2320814,-0.34160495,0.1293549678983174,-0.06964771446326268
Cropping_1,88,0.973915870314519,0.9867665450433193,0.047281496,1.4819338,0.2072715,0.3818646001695773,0.15169816109640155
Cropping_1,89,0.9486995821306046,0.8721649501804948,0.22958222,1.1162105,-0.16016805,-0.28160089163463986,0.12098688176346711
Cropping_1,90,0.9247361057587762,0.9403002927514146,0.17102754,2.2413757,-0.42080006,-0.4466493668564833,-0.624936236856257
Cropping_1,91,0.9778850214158125,0.997067301854085,0.006422079,2.5952306,0.57921547,0.17598953967850273,0.08402794428733806
Cropping_1,92,0.9535631935411287,0.9972939733117447,0.03634223,4.4123282,1.3537627,0.49689923606216335,0.3899605193051789
Cropping_1,93,0.9771864614902755,0.9966500014866639,0.02768476,3.064766,0.8069453,0.3279881482843748,0.22254324702767053
Cropping_1,94,0.9394303409139217,0.9908152003058767,0.124295406,2.792128,0.85980576,0.4552949908335428,0.17959911453917443
Cropping_1,95,1.0,0.9962392799591918,0.0032953094,2.5792732,0.608594,-0.1083089634516482,-0.11533801631647334
Cropping_1,96,0.9175292980171476,0.9251452643130501,0.24819258,2.3965876,0.08306826,-0.15278835925530174,-0.05140105213867545
Cropping_1,97,1.0,0.9987816800296195,0.0012796847,2.4618707,0.5523382,-0.10167352141993302,0.04845834092070034
Cropping_1,98,0.9000915416279681,0.9816298029833034,0.04181109,5.763692,1.8617939,0.9555378217527499,0.5463019911580925
Cropping_1,99,0.9690928190854717,0.9946214029666479,0.011210757,4.481816,0.33557007,0.19096554337483485,-0.021560572205236717
Cropping_1,100,0.9732835893596227,0.9900407570699787,0.10294244,2.5293906,0.29672223,0.7438290640793046,0.29691895465188084
Cropping_2,1,0.9207700207375504,0.9992319506262451,0.002650858,4.0026484,0.376817,0.4785619200899232,0.2592810113852585
Cropping_2,2,0.9264357619810862,0.9875869197259607,0.01994415,2.0370734,0.4878083,0.2732535415595359,0.3687081931627814
Cropping_2,3,0.9769059875483137,0.9985688293473897,0.02847287,3.8801582,0.16621608,0.22677498431220233,-0.246996001355528
Cropping_2,4,0.9473373815983739,0.9989536002107732,0.0060776286,4.1252074,0.8638166,-0.20544229793157653,-0.15626966774387407
Cropping_2,5,0.8868851732061319,0.9651544367336002,0.29296654,2.0556731,-0.073588505,0.32669472914292863,-0.03134001806310309
Cropping_2,6,0.9770475732832086,0.8983552690795579,0.68237156,4.809944,0.95480746,0.5382843432722229,0.3174097888411739
Cropping_2,7,0.9676704153960106,0.5374406495353524,1.020883,1.8002288,0.3245652,-0.11055479019219548,0.10656334435464782
Cropping_2,8,0.9023322036970226,0.9960168972440105,0.0054730205,4.974311,1.0055858,0.05238192921462281,0.12623963699540508
Cropping_2,9,0.934590058934896,0.9717171683712262,0.029804772,3.6036658,1.1472638,0.6760780176300322,0.269634070387827
Cropping_2,10,0.9074193551519896,0.981960950691803,0.03732219,1.9628421,0.21121626,-0.30931401402109515,0.0013897787960152064
Cropping_2,11,0.9103677326358935,0.9971198024109955,0.010055028,1.6653601,0.44461665,0.42379954669543457,0.3735439776704583
Cropping_2,12,0.9223345613947588,0.9985751784262467,0.0129474765,2.7172697,1.4539742,1.0349922138622656,0.8795896014183193
Cropping_2,13,0.8552180520075466,0.9966455474628833,0.004478834,2.3889,0.3779284,0.6439285411369058,0.5193567162085323
Cropping_2,14,0.9406440124379977,0.8202917017154144,0.17867513,3.2309778,1.1316534,0.8907501429710918,0.6743805989423302
Cropping_2,15,0.9019827473720553,0.7462879761165431,0.7647327,2.0887368,0.51702464,0.5264214862087051,0.265689430069712
Cropping_2,16,0.907367510577127,0.6917935537659794,0.52036786,0.7907352,-0.99813366,0.06489123540659136,0.029195901991126316
Cropping_2,17,0.9160642694851987,0.9976689279186336,0.009512777,1.7854953,-0.124306895,0.29940357432311815,0.16066183548641988
Cropping_2,18,0.93482209444073,0.9917322716420708,0.0660721,3.905451,0.15558027,1.1575635791581114,0.7028055883245955
Cropping_2,19,0.942600671193106,0.985902604772408,0.15805827,5.1759677,0.65609336,0.7120851767144574,0.40170013095203994
Cropping_2,20,0.9197435546633538,0.9935374451366603,0.043984488,1.3960994,0.07508945,-0.2654392115555933,-0.2903842560007953
Cropping_2,21,0.9437330561456024,0.9954728940773651,0.054966304,5.361963,1.2751038,0.8950215551746653,0.9670142311218736
Cropping_2,22,0.9423561984688696,0.9861964254523707,0.037754618,3.2985606,0.333848,0.3361499122566882,-0.09108525145233731
Cropping_2,23,0.961605497565787,0.9745417926863803,0.06886222,3.196162,1.19457,0.12788387808460344,0.03284535566464314
Cropping_2,24,0.9065646639500947,0.9863368269481969,0.012522712,3.368913,0.7877806,0.6953311341257034,0.6210546512015112
Cropping_2,25,0.8963874778734885,0.9398556415911116,0.3655054,4.2134767,0.1024932,0.3944684898059135,0.007295185317328007
Cropping_2,26,0.8961515712769023,0.959714772713725,0.11368669,1.9438225,-0.22578402,0.21294250314990967,-0.011117348007640138
Cropping_2,27,0.9757177586698482,0.8947867301665445,0.3951677,3.5952628,0.8617386,0.007536138576173523,0.2425482536202952
Cropping_2,28,0.9117925101891536,0.9624136105033742,0.18552029,2.2796924,0.68148667,-0.24709545972609515,-0.2785994212681671
Cropping_2,29,0.9215782744154156,0.4341687926074056,0.80239934,0.90789276,-0.07297165,-0.10469930143127053,0.05413114925795172
Cropping_2,30,0.9588270223888907,0.9952520583537591,0.014293792,1.9263022,-0.1239056,-0.8050146834328158,-0.2918969843486014
Cropping_2,31,0.9352973384936462,0.8741381600371001,0.49213845,2.6056914,-0.2076544,-0.4059536992594952,-0.3642243642438753
Cropping_2,32,0.9352578108432735,0.9881247282297386,0.024387171,3.1166294,0.22213593,0.7360469722260521,0.5309214171980141
Cropping_2,33,0.9664804200383744,0.9944614682762195,0.0070999684,2.595626,0.24308988,0.1956515737911683,0.19535880392117258
Cropping_2,34,0.9559376717266427,0.926727486367771,0.15312576,1.8069247,-0.3694626,-0.6937677474462303,-0.09561485698212208
Cropping_2,35,0.8961501973192708,0.7321827257016791,0.5151803,1.3501881,-0.26369634,-0.018077884969062957,-0.2802931382315342
Cropping_2,36,0.8734039759177993,0.8503135249488851,0.28971258,1.2316531,-0.8778576,-0.49494278030514394,-0.5333131458495499
Cropping_2,37,0.9513319685977663,0.9572660815182646,0.04942158,1.8325655,0.83614177,0.4953726602259201,0.6050739627409337
Cropping_2,38,0.9851611406179286,0.9798760404997636,0.08136932,2.4834466,0.49233595,0.2209466216783313,0.5746214125615214
Cropping_2,39,0.974597603444939,0.9363478923852169,0.13820976,1.4849262,-0.19753869,-0.17992571660684814,-0.14269007176770193
Cropping_2,40,0.9500046261263125,0.5134272074311753,0.8807949,1.0388715,-0.6761028,-1.48819070095366,-0.9391649370908708
Cropping_2,41,0.9084717084278869,0.9877157727473264,0.038720176,1.2824403,-0.42850316,0.9544864429819343,0.46302706234158975
Cropping_2,42,0.96974414042874,0.9894271369952762,0.10143845,4.545988,0.78929913,1.2466230724014067,0.6024704098876326
Cropping_2,43,0.9646274840632448,0.9601548376971725,0.08352594,1.2778158,-0.1402206,-0.06097494747723031,0.05983575080255907
